2018;07;16;0;00;0;0;19.32;70
2018;07;16;1;00;0;1;17.77;81
2018;07;16;2;00;0;0;18.02;77
2018;07;16;3;00;0;0;17.65;84
2018;07;16;4;00;0;0;16.89;88
2018;07;16;5;00;0;1;16.31;88
2018;07;16;6;00;4.5;5860;15.35;89
2018;07;16;7;00;7.8;6994;15.77;87
2018;07;16;8;00;7.5;5750;18.07;80
2018;07;16;9;00;7.2;7476;20.42;71
2018;07;16;10;00;6;9550;22.42;66
2018;07;16;11;00;6.6;8678;24.24;57
2018;07;16;12;00;8.7;4682;25.57;49
2018;07;16;13;00;10.8;7460;26.34;45
2018;07;16;14;00;58;2680;27.1;37
2018;07;16;15;00;100;100;27.39;36
2018;07;16;16;00;100;390;27.65;35
2018;07;16;17;00;100;442;27.74;35
2018;07;16;18;00;99;894;27.65;35
2018;07;16;19;00;89;758;27.56;33
2018;07;16;20;00;30;1000;27.09;33
2018;07;16;21;00;10;4353;25.55;42
2018;07;16;22;00;100;0;24.01;46
2018;07;16;23;00;100;1;23.05;50
2018;07;17;0;00;100;1;22.03;56
2018;07;17;1;00;0.9;1;21.04;59
2018;07;17;2;00;10;0;20.73;60
2018;07;17;3;00;0;0;19.74;64
2018;07;17;4;00;2;0;19;66
2018;07;17;5;00;39;0;18.44;68
2018;07;17;6;00;100;155;18.33;68
2018;07;17;7;00;100;305;18.62;69
2018;07;17;8;00;100;786;20.31;68
2018;07;17;9;00;80;284;22.66;58
2018;07;17;10;00;0;5329;24.8;50
2018;07;17;11;00;68;710;25.4;40
2018;07;17;12;00;54;1162;25.79;39
2018;07;17;13;00;67;190;25.82;40
2018;07;17;14;00;100;747;25.82;49
2018;07;17;15;00;100;269;25.5;50
2018;07;17;16;00;100;924;25.04;51
2018;07;17;17;00;100;179;24.54;53
2018;07;17;18;00;10;7952;24.85;53
2018;07;17;19;00;10;8033;24.46;54
2018;07;17;20;00;24;9793;23.79;56
2018;07;17;21;00;20;9833;23.3;57
2018;07;17;22;00;100;0;22.67;60
2018;07;17;23;00;40;1;21.35;65
2018;07;18;0;00;25;0;20.15;69
2018;07;18;1;00;19;1;19.33;72
2018;07;18;2;00;18;1;18.65;75
2018;07;18;3;00;12;1;18.33;76
2018;07;18;4;00;0;1;18.12;78
2018;07;18;5;00;0;1;17.77;80
2018;07;18;6;00;0;4586;17.45;82
2018;07;18;7;00;0;5517;17.74;81
2018;07;18;8;00;0;5186;19.23;75
2018;07;18;9;00;0;5566;21.11;68
2018;07;18;10;00;10;8627;22.72;60
2018;07;18;11;00;0;5311;23.75;52
2018;07;18;12;00;0;7276;24.81;48
2018;07;18;13;00;10;4787;25.69;44
2018;07;18;14;00;0;4234;27.84;38
2018;07;18;15;00;0;7568;28.53;36
2018;07;18;16;00;0;7058;28.94;35
2018;07;18;17;00;0;8225;29.15;34
2018;07;18;18;00;0;8674;29.06;34
2018;07;18;19;00;10;3269;28.66;35
2018;07;18;20;00;0;4538;28.08;36
2018;07;18;21;00;0;4452;27.08;40
2018;07;18;22;00;0;1;25.31;51
2018;07;18;23;00;0;0;22.8;60
2018;07;19;0;00;1.2;1;21.16;62
2018;07;19;1;00;6;0;20.08;65
2018;07;19;2;00;7.8;1;19.19;69
2018;07;19;3;00;10;1;18.69;69
2018;07;19;4;00;10;0;17.94;73
2018;07;19;5;00;0;0;17.37;76
2018;07;19;6;00;0;9168;16.61;79
2018;07;19;7;00;0;9069;16.97;76
2018;07;19;8;00;0;3154;18.6;68
2018;07;19;9;00;0;8516;21.09;60
2018;07;19;10;00;0;5444;23.88;52
2018;07;19;11;00;10;9214;25.62;47
2018;07;19;12;00;10;5525;26.66;42
2018;07;19;13;00;0;8432;27.43;39
2018;07;19;14;00;10;5094;28.53;39
2018;07;19;15;00;10;7888;29.03;37
2018;07;19;16;00;10;4562;29.26;36
2018;07;19;17;00;10;4778;29.31;36
2018;07;19;18;00;10;3293;29.19;36
2018;07;19;19;00;0;6738;28.87;35
2018;07;19;20;00;0;7413;28.28;37
2018;07;19;21;00;0;4738;27.38;40
2018;07;19;22;00;0;1;26.43;46
2018;07;19;23;00;0;0;24.81;56
2018;07;20;0;00;0;0;23.15;62
2018;07;20;1;00;0;0;22.35;63
2018;07;20;2;00;0;1;21.36;67
2018;07;20;3;00;0;1;19.98;71
2018;07;20;4;00;0;0;18.76;74
2018;07;20;5;00;0;1;18.13;75
2018;07;20;6;00;0;3854;17.86;77
2018;07;20;7;00;66;736;18.49;74
2018;07;20;8;00;0;7669;19.91;70
2018;07;20;9;00;0;3737;22.25;63
2018;07;20;10;00;2;3653;24.77;55
2018;07;20;11;00;1.2;9360;26.84;49
2018;07;20;12;00;15;6581;26.3;47
2018;07;20;13;00;100;891;26.16;46
2018;07;20;14;00;10;9520;28.05;44
2018;07;20;15;00;10;7140;28.26;43
2018;07;20;16;00;19;8894;27.92;44
2018;07;20;17;00;100;843;27.24;45
2018;07;20;18;00;100;413;26.7;45
2018;07;20;19;00;100;887;26.3;45
2018;07;20;20;00;100;501;25.57;49
2018;07;20;21;00;100;993;22.64;75
2018;07;20;22;00;20.7;0;21.61;81
2018;07;20;23;00;2.7;1;19.98;86
2018;07;21;0;00;10;1;19.7;84
2018;07;21;1;00;100;1;19.23;87
2018;07;21;2;00;100;0;18.96;86
2018;07;21;3;00;100;1;19.18;74
2018;07;21;4;00;100;1;18.38;78
2018;07;21;5;00;100;1;18.53;85
2018;07;21;6;00;100;822;17.86;88
2018;07;21;7;00;100;227;17.73;87
2018;07;21;8;00;100;766;17.83;86
2018;07;21;9;00;100;283;17.99;85
2018;07;21;10;00;100;689;18.21;81
2018;07;21;11;00;100;322;19.23;78
2018;07;21;12;00;100;154;20.57;71
2018;07;21;13;00;100;227;22.01;62
2018;07;21;14;00;100;337;23.06;57
2018;07;21;15;00;100;930;22.75;58
2018;07;21;16;00;100;373;22.73;58
2018;07;21;17;00;100;239;22.41;60
2018;07;21;18;00;100;184;22.43;59
2018;07;21;19;00;93;675;22.57;57
2018;07;21;20;00;79;969;22.26;57
2018;07;21;21;00;43;2757;21.66;59
2018;07;21;22;00;37;1;20.81;63
2018;07;21;23;00;0;1;19.98;66
2018;07;22;0;00;100;0;19.59;66
2018;07;22;1;00;100;0;18.85;70
2018;07;22;2;00;100;1;18.1;74
2018;07;22;3;00;100;0;17.73;75
2018;07;22;4;00;1;1;17.08;78
2018;07;22;5;00;0;0;16.64;78
2018;07;22;6;00;0;5725;16.73;76
2018;07;22;7;00;4;6041;17.57;73
2018;07;22;8;00;0;3048;19.09;70
2018;07;22;9;00;0;9250;20.55;65
2018;07;22;10;00;10;6805;21.95;59
2018;07;22;11;00;10;7226;23.19;51
2018;07;22;12;00;10;5735;24.15;47
2018;07;22;13;00;10;3664;24.92;44
2018;07;22;14;00;54;1090;25.52;43
2018;07;22;15;00;100;194;25.64;44
2018;07;22;16;00;52;2035;23.64;55
2018;07;22;17;00;100;950;22.7;61
2018;07;22;18;00;80;453;22.4;62
2018;07;22;19;00;100;634;22.89;61
2018;07;22;20;00;0;6554;22.61;62
2018;07;22;21;00;0;3771;21.69;65
2018;07;22;22;00;0;0;20.69;69
2018;07;22;23;00;0.3;1;19.95;72
